county_code,establishment_id,inspection_id,inspection_date,establishment_name,street_address,city,zip,state_id,establishment_type,score,grade,inspector_id
41,,,12/31/2024,BOJANGLES RESTAURANT 2044,4824 W WENDOVER AVE JAMEST,OWN,27282,3041014881,1 - Restaurant,92.5,A,2370
41,,,12/31/2024,CRAFTED THE ART OF THE TACO,220 S. ELM ST,GREENSBORO,27401,3041014509,1 - Restaurant,97.5,A,2664
41,,,12/31/2024,ELIZABETH'S PIZZA,918 SUMMIT AVE,GREENSBORO,27405,3041015052,1 - Restaurant,97.5,A,2644
41,,,12/31/2024,INKA GRILL,214 S. ELM ST,. GREENSBORO,27401,3041015152,1 - Restaurant,94.5,A,2664
41,,,12/31/2024,KFC #G135595,3105 SANDS DR,GREENSBORO,27405,3041014593,1 - Restaurant,96.5,A,3108
41,,,12/31/2024,MCDONALDS,930 MALL LOOP ROAD,HIGH POINT,27262,3041014900,1 - Restaurant,99.0,A,2923
41,,,12/31/2024,RAINBOW FAMILY REST.,1715  WESTCHESTER DR,HIGH POINT,27262,3041011777,1 - Restaurant,99.0,A,1958
43,,,12/31/2024,AWESOME BURGER,2300 W. CUMBERLAND ST,. DUNN,28334,5043010872,1 - Restaurant,100.0,A,2800
43,,,12/30/2024,PAPA'S / ANGIER,1363 NORTH RALEIGH ST. ST,E. E ANGIER,27501,5043020149,2 - Food Stands,93.5,A,2011
43,,,12/23/2024,TACO BELL CAMERON,855 NC 24/87 CAMERON,,28326,5043010762,1 - Restaurant,96.5,A,2708
43,,,12/19/2024,SHERYL'S CATERING,5422 RED HILL CHURCH RD,COATS,27521,5043020135,2 - Food Stands,100.0,A,2800
44,,,12/20/2024,CANTON DAIRY QUEEN,761 CHAMPION DRIVE,CANTON,28716,1044010552,1 - Restaurant,98.5,A,2926
44,,,12/20/2024,PHILLY ITALIAN PASTAS AND SUBS,2768 ASHEVILLE HIGHWAY,CANTON,28716,1044010842,1 - Restaurant,100.0,A,2926
44,,,12/20/2024,SUBWAY OF WAYNESVILLE (WALMART),2150 SOUTH MAIN STREET WAY,NESVILLE,28786,1044010583,1 - Restaurant,99.5,A,2643
45,,,12/19/2024,EL BAGABUNDO,803 SOUTH GROVE STREET,HENDERSONVILLE,28792,1045030188,3 - Mobile Food,96.0,A,3231
46,,,12/19/2024,DOMINO'S PIZZA                      .,132 EAST MAIN ST,AHOSKIE,27910,6046010339,1 - Restaurant,95.0,A,2435
46,,,12/12/2024,THE CORNER SH0P INC,1153 NC 561 WEST,AULANDER,27805,6046010191,1 - Restaurant,99.5,A,2435
46,,,12/10/2024,DUCK THRU #8,1300 E MEMORIAL DR,AHOSKIE,27910,6046020028,2 - Food Stands,95.0,A,2435
46,,,12/5/2024,DUCK THRU #47,100 WEST MAIN STREET,HARRELLSVILLE,27942,6046020061,2 - Food Stands,95.5,A,2435
46,,,12/4/2024,DUCK THRU FOOD STORE #18,100 S MAIN ST,WINTON,27986,6046010108,1 - Restaurant,96.0,A,2435
46,,,11/27/2024,SUBWAY AHOSKIE,1432 EAST MEMORIAL DRIVE,AHOSKIE,27910,6046010049,1 - Restaurant,95.0,A,2435
46,,,11/26/2024,SUBWAY 60951,2150 US HWY,13 SOUTH AHOSKIE,27910,6046010225,1 - Restaurant,96.5,A,2435
46,,,11/26/2024,WAL MART DELI 1950,2150 US HWY,13 AHOSKIE,27910,6046020059,2 - Food Stands,97.0,A,2435
47,,,12/31/2024,DOMINOS - RAEFORD,311 HARRIS AVE RAEFORD,,28376,5047020055,2 - Food Stands,99.0,A,2183
47,,,12/31/2024,KANGAROO EXPRESS #2723048,9615 FAYETTEVILLE RD RAEFORD,,28376,5047020091,2 - Food Stands,98.0,A,2992
47,,,12/30/2024,WAFFLE HOUSE INC. #1804,106 LAURINBURG ROAD RAEFORD,,28376,5047010182,1 - Restaurant,95.5,A,2183
48,,,12/31/2024,HARRIS' STEAK & SEAFOOD HOUSE,6555 HWY,94 FAIRFIELD,27826,6048010089,1 - Restaurant,100.0,A,2394
48,,,12/20/2024,RAY'S MARKET & GRILL,39365 US HWY 264E BELHAVE,N,27810,6048010106,1 - Restaurant,96.0,A,2394
48,,,12/20/2024,THE QUARTER DELI,81 NC HWY,45 SWAN QUARTER,27885,6048010109,1 - Restaurant,100.0,A,2394
48,,,10/30/2024,HELIO'S HIDEAWAY,589-A IRVIN GARRISH HWY,OCRACOKE,27960,6048020081,2 - Food Stands,100.0,A,2394
48,,,10/25/2024,BURRUS CATERING SERVICE,9535 PINEY WOODS RD,. FAIRFIELD,27826,6048030012,3 - Mobile Food,100.0,A,2394
48,,,10/25/2024,FAIRFIELD GAS BAR,6581 NC HWY,94 FAIRFIELD,27826,6048020016,2 - Food Stands,100.0,A,2394
49,,,12/31/2024,DIVE BAR MOORESVILLE,152 N. MAIN ST STE B,MOORESVILLE,28115,2049011700,1 - Restaurant,99.0,A,3313
49,,,12/31/2024,PHILS FOOD MART,4277 WILKESBORO HWY ST,ATESVILLE,28625,2049010116,1 - Restaurant,93.5,A,2484
49,,,12/31/2024,PUBLIX #1519 DELI,631 BRAWLEY SCHOOL ROAD,MOORESVILLE,28117,2049011364,1 - Restaurant,99.5,A,3334
49,,,12/31/2024,SUB EXPRESS-STVL,126 W. BROAD STREET ST,ATESVILLE,28677-0000,2049010966,1 - Restaurant,98.5,A,2965
49,,,12/30/2024,BOJANGLES #2035,107 BEECHNUT LN ST,ATESVILLE,28625,2049011547,1 - Restaurant,98.0,A,2683
49,,,12/30/2024,EL REPOSO,150 E WATER ST. ST,ATESVILLE,28677,2049010426,1 - Restaurant,93.5,A,2965
49,,,12/30/2024,MARGARITAS MEXICAN KITCHEN AND BAR #2,106 ARGUS LN ST,E B MOORESVILLE,28117,2049011559,1 - Restaurant,96.0,A,3013
49,,,12/30/2024,SHOWMARS--MOORESVILLE,138 WILLIAMSON RD,MOORESVILLE,28117,2049011137,1 - Restaurant,90.0,A,3334
50,,,12/31/2024,DOGS ON WHEELS,211 MANNA WAY,SYLVA,28779,1050040021,4 - Push Carts,100.0,A,2493
51,,,12/31/2024,COMFORT INN,170 S. EQUITY DR,. SMITHFIELD,27577,4051011061,1 - Restaurant,96.5,A,1925
51,,,12/31/2024,HOWARDS MINI MART,4222 BARBER MILL RD,CLAYTON,28526,4051011376,1 - Restaurant,96.5,A,2015
51,,,12/31/2024,HWY 55,152 BRATTON DR,. GARNER,27529,4051011552,1 - Restaurant,97.0,A,2015
51,,,12/30/2024,FOOD LION DELI 429,1433 S. POLLOCK ST,. SELMA,27576,4051020096,2 - Food Stands,98.5,A,1594
51,,,12/30/2024,HOLIDAY INN EXPRESS AND SUITES BENSON,101 WATER PLACE,LANDING BENSON,27504,4051011759,1 - Restaurant,100.0,A,1594
51,,,12/30/2024,LITTLE BROWN JUG,101 W MARKET ST,SMITHFIELD,27577,4051011754,1 - Restaurant,100.0,A,3033
51,,,12/30/2024,WAFFLE HOUSE,875 JOHNSON PKWY,KENLY,27542,4051010906,1 - Restaurant,98.0,A,3033
52,,,12/6/2024,SUBWAY,346 W. JONES ST,TRENTON,28585,6052010062,1 - Restaurant,96.0,A,1007
53,,,12/30/2024,SAN FELIPE MEXICAN RESTAURANT,1706 S. HORNER BLVD. SANFORD,,27330,4053010296,1 - Restaurant,94.0,A,2798
53,,,12/27/2024,CAMELBACK BREWERY,804 SPRING LANE SANFORD,,27330,4053010580,1 - Restaurant,97.0,A,3301
54,,,12/30/2024,"PRIME FOOD MART, LLC",1523 HULL ROAD KINST,ON,28504,6054020298,2 - Food Stands,98.0,A,1100
54,,,12/23/2024,"MIDWAY MART & GRILL, LLC",8176 HWY,258 S PINK HILL,28572,6054010774,1 - Restaurant,94.0,A,1100
54,,,12/19/2024,OAK BRIDGE STORE & GRILL,1642 NC HWY 55 E KINST,ON,28501,6054020299,2 - Food Stands,94.0,A,2500
54,,,12/18/2024,MURRAYS BBQ AND SEAFOOD/LA GRANGE,123 E WASHINGTON ST,LA GRANGE,28551,6054010531,1 - Restaurant,97.0,A,3353
54,,,12/16/2024,KAM'S HIBACHI & SUBS,2719 HWY 11/55 KINST,ON,28504,6054010790,1 - Restaurant,88.0,B,2500
54,,,12/13/2024,PIGGLY WIGGLY #66 PRODUCE,604 N MCLEWEAN KINST,ON,28501,6054020278,2 - Food Stands,100.0,A,3353
54,,,12/12/2024,DAILY GRIND CAFE,1605A W VERNON AVE KINST,ON,28504,6054010734,1 - Restaurant,100.0,A,3353
55,,,12/30/2024,PIZZA INN,475 N. GENERALS BLVD LINCOLN,TON,28092,2055010583,1 - Restaurant,98.0,A,3098
55,,,12/20/2024,CITY CELLAR,411 E. MAIN ST. LINCOLN,TON,28092,2055010585,1 - Restaurant,97.0,A,3098
55,,,12/20/2024,GOOD WOOD PIZZERIA,209 N. ASPEN ST LINCOLN,TON,28092,2055010596,1 - Restaurant,99.5,A,3098
55,,,12/19/2024,JERSEY MIKE'S SUBS,106 STANFORD RD LINCOLN,TON,28092,2055010525,1 - Restaurant,99.0,A,3098
55,,,12/19/2024,LITTLE CAESARS #322.35,920 EAST MAIN STREET LINCOLN,TON,28092,2055020215,2 - Food Stands,96.0,A,3098
55,,,12/19/2024,MOM'S SUB SHOP,107 DAVE WARLICK DR. LINCOLN,TON,28092,2055010573,1 - Restaurant,100.0,A,3098
55,,,12/18/2024,CROSSROADS MINI MART #3,2446 E. MAIN ST LINCOLN,TON,28092,2055020233,2 - Food Stands,98.5,A,3098
56,,,12/20/2024,PRIMARY HNC,310 MAIN STREET,HIGHLANDS,28741,1056010602,1 - Restaurant,100.0,A,3385
56,,,12/20/2024,SUBWAY OF HIGHLANDS,73 HIGHLANDS PL,AZA HIGHLANDS,28741,1056010275,1 - Restaurant,98.0,A,2997
56,,,12/19/2024,HUDDLE HOUSE,914 GEORGIA RD,FRANKLIN,28734,1056010549,1 - Restaurant,95.5,A,2997
56,,,12/19/2024,MCDONALD'S #32092,664 EAST MAIN STREET,FRANKLIN,28734,1056010610,1 - Restaurant,98.5,A,3385
57,,,12/23/2024,SMOKEY MOUNTAIN DINER,70 LANCE AVENUE,HOT SPRINGS,28743,1057010016,1 - Restaurant,97.0,A,3378
57,,,12/19/2024,MARS HILL AMERICAN GRILL,844 CARL ELLER ROAD,MARS HILL,28754,1057010191,1 - Restaurant,98.0,A,3378
57,,,12/18/2024,CARL ELLER WAGON WHEEL,89 CARL ELLER ROAD,MARS HILL,28754,1057010056,1 - Restaurant,95.0,A,3378
58,,,12/20/2024,BURGER KING   #4844,400 EAST BOULEVARD WILLIAMST,ON,27892,6058010001,1 - Restaurant,99.0,A,2654
58,,,12/20/2024,FOOD LION #2558,22713 NC HWY,903 ROBERSONVILLE,27871,6058020212,2 - Food Stands,100.0,A,2654
58,,,12/20/2024,FOOD LION DELI 2558,22713 NC HWY,903 ROBERSONVILLE,27871,6058020059,2 - Food Stands,99.0,A,2654
58,,,12/20/2024,LITTLE CAESARS,312 WEST BLVD WILLIAMST,ON,27892,6058020217,2 - Food Stands,98.0,A,2654
58,,,12/20/2024,SPEEDWAY #47014,605 EAST BLVD WILLIAMST,ON,27892,6058020215,2 - Food Stands,98.5,A,3065
58,,,12/19/2024,DAIRY QUEEN - WILLIAMSTON,1117 BRENTWAY AVE. WILLIAMST,ON,27892,6058010232,1 - Restaurant,98.5,A,3065
60,,,12/31/2024,550 FOODHALL,550 S TRYON ST,CHARLOTTE,28202,20600111049,1 - Restaurant,96.0,A,2883
60,,,12/31/2024,7-ELEVEN #35584,8315 STEELE CREEK RD,CHARLOTTE,28216,2060024335,2 - Food Stands,98.5,A,3539
60,,,12/31/2024,CHICK FIL A #04388,3821 CORNING PL,CHARLOTTE,28216,20600110004,1 - Restaurant,98.0,A,3381
60,,,12/31/2024,COOK OUT #44,9705 N TRYON ST,CHARLOTTE,28262,2060015923,1 - Restaurant,96.0,A,3413
60,,,12/31/2024,COVENANT PRESBYTERIAN CHURCH,1000 E MOREHEAD ST,CHARLOTTE,28202,2060015167,1 - Restaurant,96.0,A,2544
60,,,12/31/2024,ED'S TAVERN LKN,17044 KENTON DR,CORNELIUS,28031,20600110822,1 - Restaurant,99.5,A,2880
60,,,12/31/2024,FUJISAN,1801 WINDSOR SQUARE DR,MATTHEWS,28105,2060023668,2 - Food Stands,95.5,A,3149
61,,,7/3/2024,PUERTO NUEVO,2522 HALLTOWN RD,SPRUCE PINE,28777,1061010179,1 - Restaurant,94.0,A,3360
61,,,6/27/2024,BLUE RIDGE REGIONAL HOSPITAL FOOD SERVICE,125 HOSPITAL DR,. SPRUCE PINE,28777,1061010170,1 - Restaurant,100.0,A,3360
61,,,5/24/2024,P & R UNLIMITED,5201 HWY,226S BAKERSVILLE,28705,1061020006,2 - Food Stands,99.0,A,3360
61,,,5/20/2024,HEFS,89 LOCUST AVE,. SPRUCE PINE,28777,1061010145,1 - Restaurant,91.5,A,3360
62,,,12/31/2024,2 HERMANOS,"215 S. MAIN ST. BISCOE, NC",,,5062030022,3 - Mobile Food,100.0,A,2734
62,,,12/31/2024,BETTER BURGER,398 ALBEMARLE RD,. TROY,27371,5062010334,1 - Restaurant,97.5,A,2734
62,,,12/31/2024,BOCA DEL MAR,"215 MAIN STREET BISCOE, NC",,,5062010160,1 - Restaurant,100.0,A,2734
62,,,12/31/2024,DAIRY QUEEN AT REFUEL #165,"520 E. MAIN ST. BISCOE, NC",,,5062010329,1 - Restaurant,97.5,A,2734
62,,,12/31/2024,MCDONALD'S #11396,"322 ALBEMARLE RD. TROY, NC",,,5062010270,1 - Restaurant,99.0,A,2734
62,,,12/31/2024,TACO Y MAS,"215 S. MAIN ST. BISCOE, NC",,,5062030017,3 - Mobile Food,99.5,A,2734
62,,,12/31/2024,TACO Y MAS #2,"215 S.MAIN ST. BISCOE, NC",,,5062030008,3 - Mobile Food,100.0,A,2734
62,,,12/31/2024,TROY COMMUNITY MART,"530 N MAIN ST. TROY, NC",,,5062020272,2 - Food Stands,97.0,A,2734
62,,,12/30/2024,DOMINOS #8970,"327 WEST MAIN STREET BISCOE, NC",,,5062020260,2 - Food Stands,99.5,A,2734
63,,,12/31/2024,MCDONALDS OF CARTHAGE,950 B MONROE STREET,CARTHAGE,28327,5063010803,1 - Restaurant,97.5,A,2467
63,,,12/31/2024,STARBUCKS HARRIS TEETER #212,400 MILL CREEK RD,CARTHAGE,28327,5063011302,1 - Restaurant,96.5,A,2467
63,,,12/31/2024,VILLAGE PIZZA,120 WALNUT ST,PINEBLUFF,28373,5063010150,1 - Restaurant,97.5,A,2750
63,,,12/30/2024,JOHNNY THAI FOOD,404 CHURCHILL DOWN DRIVE ABERD,EEN,28315,5063030034,3 - Mobile Food,100.0,A,2922
63,,,12/27/2024,MCDONALDS AT SEVEN LAKES,4191 HWY,211 SEVEN LAKES,27376,5063010845,1 - Restaurant,98.5,A,2922
63,,,12/27/2024,PIZZA CAFE - PINEHURST,116 G CENTRAL PARK AVE PINEHURST,,28370,5063010361,1 - Restaurant,95.0,A,2922
65,,,12/31/2024,BURGER KING #190,2707 TRADEMARK DR,WILMINGTON,28405,7065012365,1 - Restaurant,97.5,A,3246
65,,,12/31/2024,HOLIDAY INN EXPRESS,168 PORTERS NECK RD,WILMINGTON,28411,7065012917,1 - Restaurant,100.0,A,3244
65,,,12/31/2024,NOODLES & COMPANY #882,351 S COLLEGE RD,UNIT #25 WILMINGTON,28403,7065013172,1 - Restaurant,98.0,A,3246
65,,,12/30/2024,ANGELS TACOS / LA BELLA AIROSA,3500 N KERR AVE,WILMINGTON,28429,7065030186,3 - Mobile Food,100.0,A,3390
65,,,12/30/2024,CJ COMMISSARY,1930 CASTLE HAYNE ROAD,SUITE 150 WILMINGTON,28401,7065150001,15 - Commissary (Pushcarts/Mobile Foods),98.5,A,3246
66,,,12/30/2024,SUBWAY #058,2032 NC HWY 48 PL,EASANT HILL,27866,4066010195,1 - Restaurant,98.5,A,3163
66,,,12/30/2024,SUBWAY 70113,100 PLEASANT HILL ROAD GAST,ON,27832,4066010201,1 - Restaurant,100.0,A,3163
67,,,12/31/2024,EL CERRO GRANDE,505 N MARINE BLVD,JACKSONVILLE,28540,7067010270,1 - Restaurant,97.5,A,3165
67,,,12/31/2024,TEQUILA MARISCOS,1121 GUM BRANCH ROAD,JACKSONVILLE,28540,7067011457,1 - Restaurant,98.0,A,3213
67,,,12/31/2024,YOPP 258 INC- SMITHFIELDS #40,424 YOPP RD,JACKSONVILLE,28540,7067011424,1 - Restaurant,98.0,A,3405
67,,,12/30/2024,PLAZA DEL MARIACHI,101 PARKWOOD DR,JACKSONVILLE,28546,7067011320,1 - Restaurant,94.0,A,3165
68,,,12/30/2024,AMANTE GOURMET PIZZA,300 E MAIN ST UNIT G,CARRBORO,27510,4068010196,1 - Restaurant,97.5,A,3006
68,,,12/30/2024,ARMADILLO GRILL,120 E MAIN ST,CARRBORO,27510,4068010243,1 - Restaurant,99.0,A,3006
68,,,12/30/2024,HARDEES   1561,380 S CHURTON ST,HILLSBOROUGH,27278,4068010055,1 - Restaurant,94.0,A,3438
68,,,12/27/2024,GRATA DINER,200 N GREENSBORO ST UNIT B,12 CARRBORO,27510,4068011200,1 - Restaurant,98.0,A,3006
68,,,12/27/2024,HARRIS TEETER DELI 117,2110 S ESTES DR,CHAPEL HILL,27514,4068010332,1 - Restaurant,97.5,A,1044
68,,,12/27/2024,LUNA ROTISSERIE AND TAP ROOM,307 E MAIN ST,CARRBORO,27510,4068011154,1 - Restaurant,99.0,A,3006
68,,,12/27/2024,NEALS DELI,100 E MAIN ST UNIT C,CARRBORO,27510,4068020238,2 - Food Stands,99.0,A,3006
68,,,12/23/2024,BRIXX  PIZZA,501 MEADOWMONT VILLAGE CIR,CHAPEL HILL,27516,4068010561,1 - Restaurant,97.5,A,1044
69,,,12/31/2024,BOJANGLES #47,10765 NC 55 HWY,GRANTSBORO,28529,6069010174,1 - Restaurant,94.5,A,1828
69,,,12/31/2024,GREAT WALL PAMLICO INC,11560 HWY 55 EAST,GRANTSBORO,28529,6069010198,1 - Restaurant,92.5,A,1828
69,,,12/31/2024,WALMART 7238,11233 B NC HWY,55 GRANTSBORO,28529,6069020046,2 - Food Stands,99.0,A,1828
69,,,12/30/2024,AGGIE'S STEAK SUBS,13442 NC HWY,55 BAYBORO,28515,6069010149,1 - Restaurant,92.0,A,1828
69,,,12/30/2024,FAST TRIP MART & GRILL,15818 NC 55 BAYBORO,,28515,6069020055,2 - Food Stands,93.0,A,1828
69,,,12/30/2024,SUBWAY 19109,11176 NC HWY,55 GRANTSBORO,28529,6069010220,1 - Restaurant,95.0,A,1828
69,,,12/27/2024,CASA QUE PASA,834 FORK POINT ROAD,ORIENTAL,28571,6069030015,3 - Mobile Food,98.5,A,1828
69,,,12/27/2024,CASA QUE PASA,402 SOUTH WATER STREET,ORIENTAL,28571,6069150001,15 - Commissary (Pushcarts/Mobile Foods),100.0,A,1828
70,,,12/31/2024,THE BISTRO,200 N POINDEXTER ST,ELIZABETH CITY,27909,6070010459,1 - Restaurant,94.5,A,3261
70,,,12/23/2024,BARLEY PIZZA FAMILY RESTAURANT,1333 N ROAD STREET,ELIZABETH CITY,27909,6070010365,1 - Restaurant,98.5,A,3382
70,,,12/19/2024,THE PINES BISTRO & LOUNGE,1525 N. ROAD ST,. ELIZABETH CITY,27909,6070010427,1 - Restaurant,98.5,A,3382
70,,,12/18/2024,LUCKY WOK,513 W. EHRINGHAUS ST,; SUITE E ELIZABETH CITY,27909,6070010409,1 - Restaurant,98.0,A,1869
70,,,12/16/2024,FOOD LION #2681 PRODUCE,1805 WEEKSVILLE RD,ELIZABETH CITY,27909,6070020381,2 - Food Stands,100.0,A,3382
70,,,12/16/2024,FOOD LION 2681 DELI,1805 WEEKSVILLE ROAD,ELIZABETH CITY,27909,6070020091,2 - Food Stands,100.0,A,3382
70,,,12/16/2024,HWY 55,3870 PATRICK WAY,ELIZABETH CITY,27909,6070010456,1 - Restaurant,93.5,A,3261
71,,,12/31/2024,ITALIAN MARKET FOOD STAND,14361 HIGHWAY 17 NORTH HAMPST,EAD,28443,7071020572,2 - Food Stands,98.0,A,3291
71,,,12/31/2024,TACO BELL #31711,801 NC HIGHWAY,53E. BURGAW,28425,7071010483,1 - Restaurant,97.5,A,3291
71,,,12/30/2024,MCDONALD'S - BURGAW,751 NC HIGHWAY 53 EAST,BURGAW,28425,7071010549,1 - Restaurant,99.0,A,3291
71,,,12/24/2024,MCDONALDS - SURF CITY,13481 NC HIGHWAY,50 SURF CITY,28445,7071010552,1 - Restaurant,97.0,A,3142
71,,,12/23/2024,BOJANGLES RESTAURANT (HAMPSTEAD),15125 HIGHWAY 17 HAMPST,EAD,28443,7071010579,1 - Restaurant,95.0,A,3220
71,,,12/19/2024,HAMPSTEAD WOMEN'S CLUB COMMISSARY,14435 US HIGHWAY 17 HAMPST,EAD,28443,7071150004,15 - Commissary (Pushcarts/Mobile Foods),100.0,A,3207
72,,,12/20/2024,WHITE'S CATERING MFU,115 PARKERS LN HERTFORD,,27944,6072030010,3 - Mobile Food,100.0,A,3261
72,,,12/11/2024,CAROLINA MOON BAKERY,314 N. MARKET ST. HERTFORD,,27944,6072020026,2 - Food Stands,100.0,A,1513
72,,,12/5/2024,JERK AWF JAMAICAN GRILLE,107 CATHERINE ST,. WINFALL,27985,6072010112,1 - Restaurant,98.5,A,1513
72,,,12/4/2024,LOVE FOOD MART,2101 NEW HOPE RD. HERTFORD,,27944,6072020024,2 - Food Stands,97.5,A,1513
72,,,12/4/2024,OWL FEED YA,800 SANDY CROSS RD,BELVIDERE,27919,6072150000,15 - Commissary (Pushcarts/Mobile Foods),99.0,A,1513
72,,,12/4/2024,OWL FEED YA MFU,788 SANDY CROSS RD,. BELVIDERE,27919,6072030019,3 - Mobile Food,99.0,A,1513
72,,,11/21/2024,AMERICAN LEGION POST 126 KITCHEN,111 W. ACADEMY ST HERTFORD,,27944,6072010051,1 - Restaurant,100.0,A,1513
72,,,11/19/2024,HARDEES,200 OCEAN HWY SOUTH HERTFORD,,27944,6072010078,1 - Restaurant,94.0,A,3261
73,,,12/31/2024,WENDYS,735 MADISON BLVD,ROXBORO,27573,4073010343,1 - Restaurant,98.5,A,1712
73,,,12/30/2024,BISCUITVILLE 163,402 N MADISON BLVD,ROXBORO,27573,4073010116,1 - Restaurant,100.0,A,1712
73,,,12/30/2024,CONCORD GRILL,5950 SEMORA RD,. ROXBORO,27574,4073020052,2 - Food Stands,98.0,A,1712
73,,,12/27/2024,ARBYS,1003 DURHAM ROAD,ROXBORO,27573,4073010352,1 - Restaurant,100.0,A,1712
73,,,12/27/2024,MCDONALD'S,737 N. MADISON BLVD,. ROXBORO,27573,4073010324,1 - Restaurant,100.0,A,1712
73,,,12/27/2024,SUBWAY #1805,822 N. MADISON BLVD,. ROXBORO,27573,4073010257,1 - Restaurant,97.5,A,1712
73,,,12/27/2024,TRICIAS  ESPRESSO,43 ABBITT ST,. ROXBORO,27573,4073010227,1 - Restaurant,100.0,A,1712
73,,,12/23/2024,FUEL TIME,1528 N MAIN STREET,ROXBORO,27573,4073020074,2 - Food Stands,98.0,A,1712
74,,,12/31/2024,DUNKIN' DONUTS #357287,1725 W ARLINGTON BLVD,GREENVILLE,27834,6074011631,1 - Restaurant,97.5,A,2929
74,,,12/31/2024,HARDEES SKAT THRU 1827,3741 CHARLES BLVD,. GREENVILLE,27858,6074010154,1 - Restaurant,95.5,A,2642
74,,,12/31/2024,NOODLE MANIA,2000 GREENVILLE BLVD,SE GREENVILLE,27858,6074011865,1 - Restaurant,92.5,A,2642
74,,,12/30/2024,BOJANGLES #2,1632 WEST 10TH STREET,GREENVILLE,27834,6074011035,1 - Restaurant,94.0,A,2382
74,,,12/30/2024,KENTUCKY FRIED CHICKEN #C748035,1998 STANTONSBURG ROAD,GREENVILLE,27834,6074010606,1 - Restaurant,92.0,A,2382
74,,,12/30/2024,MICHAELANGELOS PIZZA,3040 SOUTH EVANS ST,GREENVILLE,27834,6074010498,1 - Restaurant,94.5,A,3183
74,,,12/30/2024,MISSION BBQ,425 D  SE GREENVILLE BLVD,GREENVILLE,27858,6074011772,1 - Restaurant,96.0,A,3183
74,,,12/30/2024,ROYAL FARMS 540,4530 US 13 N GREENVILLE,,27834,6074011858,1 - Restaurant,97.0,A,2929
74,,,12/30/2024,SKYLIGHT INN,4618 LEE STREET,AYDEN,28513,6074010156,1 - Restaurant,94.5,A,3064
75,,,12/23/2024,VALHALLA CAKES & CAFE,90 PACOLET ST,TRYON,28782,1075010351,1 - Restaurant,99.0,A,2658
75,,,12/20/2024,TACO MUNDO FOOD TRUCK,25 INTERNATIONAL BLVD,MILL SPRING,28756,1075030019,3 - Mobile Food,100.0,A,2658
75,,,12/19/2024,BOJANGLES #1300,84 W MILLS ST,COLUMBUS,28722,1075010308,1 - Restaurant,94.0,A,2658
75,,,12/19/2024,HUCKLEBERRY'S,90 N TRADE STREET,TRYON,28782,1075020044,2 - Food Stands,96.0,A,2658
75,,,12/16/2024,TRYON FOOD STORE,3950 LYNN RD,TRYON,28782,1075010317,1 - Restaurant,97.0,A,2658
75,,,12/13/2024,GERTIE MAE'S AT OVERMOUNTAIN LODGE,46 INTERNATIONAL BLVD,MILL SPRING,28756,1075010356,1 - Restaurant,97.5,A,2658
76,,,12/31/2024,HIBACHI JR. EXPRESS,10102 S. MAIN STREET,UNIT C ARCHDALE,27263,3076010959,1 - Restaurant,98.5,A,986
76,,,12/31/2024,JUNCTION SPRINGS CAFE,4401 ZOO PKWY,ASHEBORO,27205,3076010993,1 - Restaurant,97.0,A,2569
76,,,12/31/2024,SUBWAY AT WALMART  # 1132,1226 E DIXIE DR,ASHEBORO,27203,3076010592,1 - Restaurant,90.5,A,2569
76,,,12/31/2024,TACO BELL 039750,10102 S. MAIN STREET,ARCHDALE,27263,3076011125,1 - Restaurant,98.5,A,986
76,,,12/30/2024,CHIPOTLE - ASHEBORO #4835,1501 E. DIXIE DRIVE,ASHEBORO,27203,3076011189,1 - Restaurant,99.0,A,986
76,,,12/30/2024,HUDDLE HOUSE,731 W DIXIE DR,ASHEBORO,27203,3076010287,1 - Restaurant,97.5,A,3159
76,,,12/28/2024,WAFFLE HOUSE  #1857,1304 SOUTH COX STREET,ASHEBORO,27203,3076010761,1 - Restaurant,94.0,A,3159
77,,,12/19/2024,CHICK-FIL-A,905 EAST BROAD AVENUE,ROCKINGHAM,28379,5077010463,1 - Restaurant,100.0,A,3036
77,,,12/6/2024,FACTORY ON WHEELS,405 W BROAD AVENUE,ROCKINHAM,28379,5077030033,3 - Mobile Food,100.0,A,3036
77,,,12/5/2024,BURGER BROS & MO,730 OLD CHERAW HWY,ROCKINGHAM,28379,5077030032,3 - Mobile Food,99.0,A,1829
77,,,12/5/2024,COOK OUT,1240 BROAD STREET,ROCKINGHAM,28379,5077020089,2 - Food Stands,91.5,A,3036
77,,,12/5/2024,WAFFLE HOUSE,474 US 1 S ROCKINGHAM,,28379,5077010333,1 - Restaurant,95.0,A,3036
77,,,12/4/2024,AXE TO GRIND,43 WEST HAMLET AVE,HAMLET,28345,5077010089,1 - Restaurant,95.5,A,3036
77,,,12/4/2024,CONVENIENCE CORNER,801 MARLBORO STREET,HAMLET,28345,5077020007,2 - Food Stands,100.0,A,1829
77,,,12/4/2024,LA'S SPORTS BAR & GRILLE,136 EARLE FRANKLIN RD,HAMLET,28345,5077010456,1 - Restaurant,97.0,A,3036
77,,,12/3/2024,DAIRY QUEEN/REFUEL 163,543 WEST HAMLET AVE,HAMLET,28345,5077010435,1 - Restaurant,91.0,A,3036
77,,,12/3/2024,PIZZA INN,1352 E. BROAD AVENUE,ROCKINGHAM,28379,5077010045,1 - Restaurant,94.0,A,3036
