county_code,establishment_id,inspection_id,inspection_date,establishment_name,street_address,city,zip,state_id,establishment_type,score,grade,inspector_id
53,,,2/24/2026,CAFE VESUVIO,1945 S. HORNER BLVD. SANFORD,,27330,4053010523,1 - Restaurant,96.0,A,3091
18,,,2/24/2026,CAMP DOGWOOD,7062 CAMP DOGWOOD DR SHERRILLS FORD,,28673,2018010024,1 - Restaurant,99.5,A,2031
43,,,2/24/2026,CAMPBELL UNIVERSITY CATERING,445 LESLIE CAMPBELL AVE,. LILLINGTON,27546,5043010889,1 - Restaurant,95.5,A,2102
18,,,2/24/2026,CAPTAINS GALLEY,1261 16TH ST,NE HICKORY,28602,2018010559,1 - Restaurant,100.0,A,2286
73,,,2/24/2026,CARTER'S 5 GRILL PCC,1715 COLLEGE DR,ROXBORO,27573,4073010364,1 - Restaurant,99.5,A,1712
49,,,2/24/2026,CARUSO'S FINE ITALIAN DINING,631 BRAWLEY SCHOOL ROAD,SUITE 404 MOORESVILLE,28117,2049010969,1 - Restaurant,98.0,A,3013
10,,,2/24/2026,CHRISTOPHER'S STEAKHOUSE AND SEAFOOD,2013 OLDE REGENT WAY ST,E 200 LELAND,28451,7010011525,1 - Restaurant,97.0,A,2132
86,,,2/24/2026,CIRCLE K #2701524,805 SOUTH KEY STREET,PILOT MOUNTAIN,27041,3086010891,1 - Restaurant,99.0,A,1826
45,,,2/24/2026,COOKOUT #242,2546 CHIMNEY ROCK ROAD,HENDERSONVILLE,28792,1045011031,1 - Restaurant,95.0,A,3231
56,,,2/24/2026,COWEE CONVENIENCE AND DELI,6368 BRYSON CITY ROAD,FRANKLIN,28734,1056010512,1 - Restaurant,95.5,A,3248
54,,,2/24/2026,CYNTHIA'S KITCHEN,108 E CAPITOLA AVE KINST,ON,28501,6054020294,2 - Food Stands,100.0,A,1779
80,,,2/24/2026,DAIMLER/TRUCK MFG. PLANT,11550 STATESVILLE BLVD,CLEVELAND,27013,2080010051,1 - Restaurant,98.0,A,3001
83,,,2/24/2026,DOMINO'S PIZZA,1712 US 401 LAURINBURG,,28352,5083020094,2 - Food Stands,97.0,A,3199
31,,,2/24/2026,DONA ELVA'S AUTHENTIC MEXICAN FOOD,507 E CHELLY STREET,WARSAW,28398,7031030078,3 - Mobile Food,97.5,A,1538
29,,,2/24/2026,DUKE'S MART,1071 JOHNSONTOWN RD,THOMASVILLE,27360,3029020825,2 - Food Stands,98.5,A,3530
82,,,2/24/2026,DUNKIN DONUTS AND BASKIN ROBBINS,925 SUNSET AVE,. CLINTON,28328,5082010541,1 - Restaurant,98.0,A,3027
43,,,2/24/2026,DUNN PALS,1501 CLINTON AVE,. DUNN,28334,5043010934,1 - Restaurant,98.0,A,2708
82,,,2/24/2026,EASTERN BUFFET,1115 SUNSET AVENUE,CLINTON,28328,5082010625,1 - Restaurant,95.0,A,1646
86,,,2/24/2026,EL AGAVERO MEXICANO,705 WEST INDEPENDENCE BLVD,MOUNT AIRY,27030,3086010661,1 - Restaurant,99.0,A,3062
49,,,2/24/2026,EL CERRO REYES,655 BRAWLEY SCHOOL RD,", SUITE 101 MOORESVILLE",28117,2049011439,1 - Restaurant,95.0,A,2226
27,,,2/24/2026,EL POTRILLO MOYOCK,102G MOYOCK COMMONS DRIVE,MOYOCK,27958,6027010213,1 - Restaurant,90.5,A,3382
19,,,2/24/2026,FOOD FAIRY COMMISSARY,363 NICKS BEND ROAD,PITTSBORO,27312,4019150013,15 - Commissary (Pushcarts/Mobile Foods),100.0,A,2523
6,,,2/24/2026,FOOD LION DELI & PRODUCE STAND 424,3555 TYNECASTLE  HWY,BANNER ELK,28604,1006020029,2 - Food Stands,97.0,A,3468
86,,,2/24/2026,FREAKSHOWS BURGERS WINGS AND BURRITOS,2165 NORTH BRIDGE STREET,ELKIN,28621,3086010912,1 - Restaurant,97.0,A,1787
100,,,2/24/2026,GARDEN DELI / SNAP DRAGON,3 TOWN SQUARE BURNSVILLE,,28714,1100010007,1 - Restaurant,99.0,A,2215
9,,,2/24/2026,GIORGIO'S,502 S POPLAR ST,. ELIZABETHTOWN,28337,5009010336,1 - Restaurant,90.0,A,2002
49,,,2/24/2026,GOLDEN CORRAL,120 GALLERY CENTER DRIVE,MOORESVILLE,28117,2049011287,1 - Restaurant,94.5,A,2683
93,,,2/24/2026,GUS'S GRILL & BAR,127 ELAMS RD,LITTLETON,27850,4093010107,1 - Restaurant,98.0,A,3045
52,,,2/24/2026,HARDEE'S #1504267,701 MAIN STREET,MAYSVILLE,28555,6052010081,1 - Restaurant,93.0,A,1007
91,,,2/24/2026,HARDEES  1196,120 DABNEY DR,HENDERSON,27536,4091010272,1 - Restaurant,98.5,A,1754
59,,,2/24/2026,HILLMAN BEER OLD FORT,78 CATAWBA AVENUE,OLD FORT,28762,1059010504,1 - Restaurant,98.0,A,2477
14,,,2/24/2026,HONG KONG KITCHEN,4030 HICKORY BLVD,GRANITE FALLS,28630,1014010195,1 - Restaurant,96.0,A,2867
23,,,2/24/2026,ITALIAN GARDEN & PIZZERIA,213 E KING STREET,KINGS MOUNTAIN,28086,2023010807,1 - Restaurant,96.5,A,2531
84,,,2/24/2026,JIN JIN CHINESE RESTAURANT - LOCUST,1014 WEST MAIN ST LOCUST,,28097,2084010477,1 - Restaurant,96.5,A,2350
84,,,2/24/2026,KFC #93,116 BROWNS HILL RD LOCUST,,28097,2084010578,1 - Restaurant,100.0,A,3272
85,,,2/24/2026,KING KITCHEN,521 S MAIN ST,KING,27021,3085010022,1 - Restaurant,98.0,A,3418
54,,,2/24/2026,KINGS BBQ AND CHICK/VERNON,910 W. VERNON AVE KINST,ON,28501,6054010316,1 - Restaurant,82.0,B,3511
49,,,2/24/2026,KYJO'S,265-C NORTH MAIN STREET,TROUTMAN,28166,2049011431,1 - Restaurant,93.5,A,2586
30,,,2/24/2026,LA CARRETA MEXICAN RESTAURANT,195 COOPER CREEK DRIVE,SUITE 103 MOCKSVILLE,27028,3030010234,1 - Restaurant,99.0,A,2399
93,,,2/24/2026,LAKE GASTON PIT STOP 17389,2458 EATON FERRY RD,LITTLETON,27850,4093010202,1 - Restaurant,100.0,A,3045
50,,,2/24/2026,LAS MARGARITAS,18 CHESNUT SQUARE CASHIERS,,28717,1050010780,1 - Restaurant,99.0,A,2903
59,,,2/24/2026,LAS SALSAS,2474 HWY,. 226 SOUTH MARION,28752,1059010434,1 - Restaurant,97.5,A,2477
83,,,2/24/2026,LITTLE CAESAR'S PIZZA,903C US 401 LAURINBURG,,28352,5083020083,2 - Food Stands,94.5,A,3199
85,,,2/24/2026,LITTLE ITALY PIZZA,612 S MAIN ST,KING,27021,3085010134,1 - Restaurant,99.5,A,3418
49,,,2/24/2026,LOWE'S BUILDING B CAFE,1000 LOWES BLVD,MOORESVILLE,28117,2049011002,1 - Restaurant,100.0,A,3013
49,,,2/24/2026,LOWES SOUTH CAFE,1000 LOWES BLVD,MOORESVILLE,20117,2049011643,1 - Restaurant,99.5,A,3013
39,,,2/24/2026,MAIN ST OASIS,130 MAIN ST OXFORD,,27565,4039010325,1 - Restaurant,99.0,A,1704
24,,,2/24/2026,MARK'S SEAFOOD,1328 S MADISON ST,WHITEVILLE,28472,7024010592,1 - Restaurant,96.0,A,3057
79,,,2/24/2026,MAYFLOWER SEAFOOD III MADISON,101 MIDTOWN COMMONS MADISON,,27025,3079010898,1 - Restaurant,99.5,A,3472
30,,,2/24/2026,MOCKSVILLE FAMILY RESTAURANT INC,1132 YADKINVILLE ROAD,MOCKSVILLE,27028,3030010375,1 - Restaurant,98.0,A,2399
80,,,2/24/2026,NEW CHINA ONE,2134 STATESVILLE BLVD,SALISBURY,28147,2080010802,1 - Restaurant,97.0,A,3001
16,,,2/24/2026,NOONTIDE COFFEE + KITCHEN,4068C ARENDELL STREET,MOREHEAD CITY,28557,7016011233,1 - Restaurant,100.0,A,3215
18,,,2/24/2026,NOTIONS,206 UNION SQUARE HICKORY,,28601,2018011514,1 - Restaurant,99.0,A,1896
84,,,2/24/2026,PANCHO VILLA'S,2219 US HWY,52 N ALBEMARLE,28001,2084010541,1 - Restaurant,99.0,A,3272
29,,,2/24/2026,PAPA JOHNS PIZZA  1610,25 S TALBERT BLVD,LEXINGTON,27292,3029020146,2 - Food Stands,97.0,A,3383
31,,,2/24/2026,PEGGY'S KITCHEN TABLE,138 KENANSVILLE HWY,WARSAW,28398,7031010645,1 - Restaurant,96.0,A,3282
71,,,2/24/2026,PIGGLY WIGGLY DELI,103 SOUTH DUDLEY STREET,PO BOX 1032 BURGAW,28425,7071010509,1 - Restaurant,96.0,A,3291
79,,,2/24/2026,PIZZA HUT #36646,734 LINDEN DRIVE,EDEN,27288,3079010902,1 - Restaurant,98.0,A,3197
53,,,2/24/2026,POPEYES LOUISIANA KITCHEN #13295,2535 S HORNER BLVD SANFORD,,27332,4053010642,1 - Restaurant,91.0,A,3091
12,,,2/24/2026,QUALITY INN MORGANTON BREAKFAST,2400 SOUTH STERLING STREET,MORGANTON,28655,1012140044,14 - Limited Food,97.5,A,3370
53,,,2/24/2026,SAN FELIPE MEXICAN RESTAURANT,1706 S. HORNER BLVD. SANFORD,,27330,4053010296,1 - Restaurant,98.0,A,2865
66,,,2/24/2026,STEEL HOUSE,128 W. JEFFERSON ST,. JACKSON,27845,4066010071,1 - Restaurant,96.0,A,3163
71,,,2/24/2026,SUSHI-GEM,17230 US HIGHWAY 17N SUITE 124 HAMPST,EAD,28443,7071010479,1 - Restaurant,98.0,A,3220
94,,,2/24/2026,TRUMPS RESTAURANT,59 US HWY 64 E PL,YMOUTH,27962,6094010085,1 - Restaurant,96.5,A,3065
59,,,2/24/2026,ZAXBY'S,1192 WEST HENDERSON ST,MARION,28752,1059010857,1 - Restaurant,98.5,A,2477
84,,,2/25/2026,#1 CHINESE KITCHEN,558 FORK RD,NORWOOD,28128,2084010584,1 - Restaurant,98.5,A,3272
79,,,2/25/2026,573 BAR & GRILL,119 N. HENRY ST. ST,ONEVILLE,27048,3079010896,1 - Restaurant,97.0,A,3472
30,,,2/25/2026,801 SOUTHERN KITCHEN AND PANCAKE HOUSE,218 HWY,801 NORTH BERMUDA RUN,27006,3030010364,1 - Restaurant,96.5,A,3407
33,,,2/25/2026,AGAVE ROSA MEXICAN BAR & GRILL,1406 WESTERN BLVD,", UNIT F TARBORO",27886,4033011395,1 - Restaurant,99.0,A,3008
52,,,2/25/2026,AGGIE'S PIZZA AND SUBS,104 E. JONES STREET,TRENTON,28585,6052010059,1 - Restaurant,97.5,A,1007
63,,,2/25/2026,AGORA BAKERY AND CAFE,15 CHINQUAPIN RD. PINEHURST,,28374,5063012114,1 - Restaurant,95.0,A,3255
67,,,2/25/2026,AJI ICHIBAN,343-I WESTERN BLVD,JACKSONVILLE,28546,7067011474,1 - Restaurant,100.0,A,2371
76,,,2/25/2026,AMERICAS ROADHOUSE,818 E DIXIE DR,ASHEBORO,27205,3076010505,1 - Restaurant,96.0,A,3159
74,,,2/25/2026,ANITA'S MEXICAN RESTAURANT,1915 N. MEMORIAL DR,. GREENVILLE,27834,6074011504,1 - Restaurant,87.0,B,3185
77,,,2/25/2026,ARBY'S,1114 E BROAD AVE,ROCKINGHAM,28379,5077010349,1 - Restaurant,97.5,A,3036
25,,,2/25/2026,ATTITUDES PUB & GRILL,32 SHORELINE DRIVE,NEW BERN,28562,6025010593,1 - Restaurant,96.5,A,3461
10,,,2/25/2026,BALD HEAD COFFEE AND TEA HOUSE,3481 GEORGE II HIGHWAY,1 BOILING SPRING LAKES,28461,7010011439,1 - Restaurant,100.0,A,2765
68,,,2/25/2026,BEACH CAFE IP3,1 MEDICAL DR,CHAPEL HILL,27514,4068020375,2 - Food Stands,100.0,A,3191
68,,,2/25/2026,BEACH CAFE MED DELI,160 N MEDICAL DRIVE,CHAPEL HILL,27599,4068020254,2 - Food Stands,100.0,A,3191
59,,,2/25/2026,BESSIE'S DINER,1210 EAST COURT STREET,MARION,28752,1059010514,1 - Restaurant,96.5,A,2477
13,,,2/25/2026,BETHEL ENRICHMENT CENTER,1209 OPAL ST,KANNAPOLIS,28083,2013011063,1 - Restaurant,98.0,A,2074
51,,,2/25/2026,BIG B'S KITCHEN,110 GATWICK CT,CLAYTON,27520,4051031906,3 - Mobile Food,98.0,A,2736
44,,,2/25/2026,BIZZARROS PASTA & PIZZA,1560 SOCO ROAD,MAGGIE VALLEY,28751,1044011915,1 - Restaurant,100.0,A,2926
80,,,2/25/2026,BLUE BAY WEST,2050 STATESVILLE BLVD,SALISBURY,28147,2080010191,1 - Restaurant,99.0,A,3001
16,,,2/25/2026,BLUE HERON,300 LINKS DR,BEAUFORT,28516,7016011018,1 - Restaurant,98.0,A,3474
23,,,2/25/2026,BOJANGLES #940 (BOILING SPRINGS),211 N MAIN ST,SHELBY,28152,2023011010,1 - Restaurant,98.0,A,1954
67,,,2/25/2026,BRASSA TACOS & TAPS,4157 WESTERN BLVD,JACKSONVILLE,28546,7067011513,1 - Restaurant,93.0,A,3329
44,,,2/25/2026,BRICKHOUSE BURGERS & PIZZA,3914 SOCO RD,MAGGIE VALLEY,28751,1044010920,1 - Restaurant,100.0,A,2643
25,,,2/25/2026,BROAD STREET TAKE OUT,1020 BROAD STREET,NEW BERN,28560,6025011114,1 - Restaurant,100.0,A,3461
73,,,2/25/2026,BROOKLAND EATS,333 OLD DURHAM RD,. ROXBORO,27573,4073010329,1 - Restaurant,100.0,A,1712
55,,,2/25/2026,CAPT'N PETE'S SEAFOOD RESTAURANT,1855 N ASPEN ST LINCOLN,TON,28092,2055010451,1 - Restaurant,98.0,A,2914
43,,,2/25/2026,CARLIE CS DELI LILLINGTON,711 W. FRONT STREET,LILLINGTON,27546,5043020057,2 - Food Stands,94.5,A,2708
63,,,2/25/2026,CAROLINA FRIED CHICKEN HOUSE OF PIZZA,281 MIDDLETON ST,ROBBINS,27325,5063010707,1 - Restaurant,92.0,A,2750
55,,,2/25/2026,CAROLINA STEAK & RIB,1430 E. MAIN ST. LINCOLN,TON,28092,2055010608,1 - Restaurant,97.0,A,2914
54,,,2/25/2026,CHENS CHINESE,211 W VERNON AVE KINST,ON,28501,6054010348,1 - Restaurant,95.5,A,3511
81,,,2/25/2026,CHICK-FIL-A,118 HILLTOP WAY FOREST,CITY,28043,1081010858,1 - Restaurant,99.5,A,2193
23,,,2/25/2026,CHICK-FIL-A #35 CLEVELAND MALL,2001 E. DIXON BLVD,SUITE 38 SHELBY,28152,2023011045,1 - Restaurant,99.0,A,2531
54,,,2/25/2026,"CHICK-FIL-A, INC",4499 US HWY 70 W KINST,ON,28504,6054010657,1 - Restaurant,98.0,A,3511
55,,,2/25/2026,CHINA II,116 HWY,16 S DENVER,28037,2055010343,1 - Restaurant,96.0,A,3098
31,,,2/25/2026,CHINA MOON CHINESE RESTAURANT,594 S SYCAMORE ST,ROSE HILL,28458,7031010402,1 - Restaurant,89.5,B,3153
55,,,2/25/2026,CITRUS THE DINER,7923 NATALIE COMMONS DR,DENVER,28037,2055010532,1 - Restaurant,97.5,A,3098
70,,,2/25/2026,CITY GRILLE,691 S. HUGHES BLVD,. ELIZABETH CITY,27909,6070010397,1 - Restaurant,90.5,A,3261
51,,,2/25/2026,CLEVELAND DRAFT HOUSE,6101 NC HWY,42 W GARNER,27529,4051010878,1 - Restaurant,98.5,A,1594
33,,,2/25/2026,COOKOUT,104 RIVER OAKS DR,TARBORO,27886,4033020245,2 - Food Stands,99.0,A,3008
73,,,2/25/2026,COUNTRY CLUB CONVENIENCE MART,3620 CHUB LAKE RD,. ROXBORO,27574,4073010326,1 - Restaurant,100.0,A,1712
76,,,2/25/2026,CROSSROAD  KITCHEN,1302 OLD COX RD,ASHEBORO,27205,3076010503,1 - Restaurant,97.5,A,2487
86,,,2/25/2026,DAIRY CENTER,407 W LEBANON ST,MOUNT AIRY,27030,3086010231,1 - Restaurant,95.5,A,3062
77,,,2/25/2026,DAIRY QUEEN,110 W BROAD AVE,ROCKINGHAM,28379,5077010441,1 - Restaurant,98.5,A,3036
24,,,2/25/2026,DALE'S SEAFOOD - WHITEVILLE,107 S JK POWELL BLVD,WHITEVILLE,28472,7024010013,1 - Restaurant,93.5,A,3421
84,,,2/25/2026,DELUXE GRILL INC,862 N MAIN STREET,NORWOOD,28128,2084010557,1 - Restaurant,98.0,A,3272
59,,,2/25/2026,DOVE'S MORNING FRESH MARKET,1270 EAST COURT STREET,MARION,28752,1059020173,2 - Food Stands,99.5,A,2157
81,,,2/25/2026,DRAGON PALACE,115 RYAN DRIVE FOREST,CITY,28043,1081010832,1 - Restaurant,96.0,A,1545
66,,,2/25/2026,DUCK THRU #42,116 W. CENTRAL ST. SEABOARD,,27876,4066020059,2 - Food Stands,97.5,A,3163
36,,,2/25/2026,DUNKIN DONUTS,2165 N. CHESTER STREET GAST,ONIA,28052,2036011817,1 - Restaurant,98.0,A,2539
67,,,2/25/2026,DUNKIN DONUTS,8133 RICHLANDS HWY,RICHLANDS,28574,7067011379,1 - Restaurant,97.0,A,3213
86,,,2/25/2026,EAST COAST WINGS,692 S ANDY GRIFFITH PKWY,MOUNT AIRY,27030,3086010646,1 - Restaurant,96.0,A,1787
82,,,2/25/2026,EL JACALITO,708 SOUTHEAST BLVD,CLINTON,28328,5082010449,1 - Restaurant,92.5,A,1646
68,,,2/25/2026,EL JEFECITO RESTAURANT,4910 HILLSBOROUGH RD,DURHAM,27705,4068011172,1 - Restaurant,97.5,A,3397
18,,,2/25/2026,EL PASO,719 CONOVER BLVD,W CONOVER,28613,2018011100,1 - Restaurant,99.0,A,2031
1,,,2/25/2026,ELI'S KITCHEN,3874 E GREENSBORO CHAPEL HILL RD,SNOW CAMP,27349,3001011519,1 - Restaurant,98.0,A,1892
29,,,2/25/2026,ETHIO-INDI ALKALINE & VEGAN CUISINE,2154 SAPONI VILLAGE CT WINST,ON SALEM,27127,3029030089,3 - Mobile Food,100.0,A,3383
67,,,2/25/2026,FILIPINO PHO CUISINE,331C WESTERN BLVD,JACKSONVILLE,28546,7067011118,1 - Restaurant,99.5,A,2371
67,,,2/25/2026,FISHMONGER'S,756 OCEAN RD,HOLLY RIDGE,28445,7067011472,1 - Restaurant,92.5,A,3090
98,,,2/25/2026,FOOD LION #1194 DELI,2021 LIPSCOMB RD,. WILSON,27893,4098020315,2 - Food Stands,100.0,A,3124
98,,,2/25/2026,FOOD LION #1194 PRODUCE,2021 LIPSCOMB RD,. WILSON,27893,4098020277,2 - Food Stands,100.0,A,3124
43,,,2/25/2026,FOOD LION DELI #1344 C. H. BLVD.,119 CORNELIUS HARNETT BLVD,. LILLINGTON,27546,5043020063,2 - Food Stands,97.0,A,2708
51,,,2/25/2026,FOOD LION PRODUCE #2258,55 FORD MEADOWS DR,. GARNER,27529,4051020296,2 - Food Stands,100.0,A,1594
85,,,2/25/2026,FOOTHILLS MARTKET & GRILL,10788 NC 704 HWY,MADISON,27025,3085010191,1 - Restaurant,98.0,A,3418
1,,,2/25/2026,GRAHAM SODA SHOP AND GRILL,22 NE COURT,SQ GRAHAM,27253,3001010889,1 - Restaurant,97.0,A,2709
1,,,2/25/2026,GUERRERO MEXICAN RESTAURANT,921 S MAIN ST,GRAHAM,27253,3001010922,1 - Restaurant,96.5,A,2967
51,,,2/25/2026,HAHVAHD YAHD CAFE,202 N RAIFORD ST,SELMA,27576,4051011732,1 - Restaurant,97.5,A,1925
69,,,2/25/2026,HANDY MART 4726,13841 HWY,55 ALLIANCE,28509,6069020052,2 - Food Stands,97.5,A,1828
86,,,2/25/2026,HARDEE'S #1639,1221 W PINE ST,MOUNT AIRY,27030,3086010200,1 - Restaurant,94.0,A,3062
43,,,2/25/2026,HARVEY JOHN'S STEAKHOUSE,1501F N. RALEIGH ST,. ANGIER,27501,5043010970,1 - Restaurant,98.0,A,2708
49,,,2/25/2026,HAVANA 33,637 WILLIAMSON RD ST,E 100 MOORESVILLE,28117,2049011172,1 - Restaurant,97.5,A,3013
68,,,2/25/2026,HAWTHORNE & WOOD,3140 ENVIRON WAY,CHAPEL HILL,27517,4068011118,1 - Restaurant,100.0,A,3279
9,,,2/25/2026,HIBACHI-CHINESE,136 W BROAD ST,. ELIZABETHTOWN,28337,5009010303,1 - Restaurant,95.0,A,2002
63,,,2/25/2026,HILTON GARDEN GRILL,155 SOUTH HILL ROAD ABERD,EEN,28315,5063011120,1 - Restaurant,98.5,A,1929
53,,,2/25/2026,HOKKAIDO,1204 N HORNER BLVD SANFORD,,27330,4053010567,1 - Restaurant,90.0,A,3427
9,,,2/25/2026,HWY 41 GRILL,9068 NC HWY,41 BLADENBORO,28320,5009010440,1 - Restaurant,91.0,A,2002
98,,,2/25/2026,HWY 55: AIRPORT,3511 AIRPORT BLVD,SUITE A WILSON,27893,4098010979,1 - Restaurant,98.5,A,3124
73,,,2/25/2026,INCORRIGIBLE CAFE,44 GORDON ST,. SUITE 60 ROXBORO,27573,4073010360,1 - Restaurant,100.0,A,1712
76,,,2/25/2026,INI BURGER,6320 JORDAN ROAD,RAMSEUR,27316,3076011195,1 - Restaurant,92.5,A,3514
80,,,2/25/2026,IROCK CAFE,6245 US HWY,52 SALISBURY,28146,2080011141,1 - Restaurant,97.5,A,3207
63,,,2/25/2026,IRONWOOD CAFE,2176 MIDLAND ROAD PINEHURST,,27394,5063010728,1 - Restaurant,94.5,A,2467
10,,,2/25/2026,ISLAND EXPRESS MART,5501 E OAK ISLAND DRIVE,OAK ISLAND,28465,7010020255,2 - Food Stands,96.0,A,2078
44,,,2/25/2026,J ARTHUR'S RESTAURANT,2843 SOCO ROAD,MAGGIE VALLEY,28751,1044010006,1 - Restaurant,99.0,A,2926
45,,,2/25/2026,JANITZIO MEXICAN RESTAURANT,1053 SPARTANBURG HWY,HENDERSONVILLE,28792,1045010675,1 - Restaurant,93.5,A,3231
55,,,2/25/2026,JAPAN,354 NORTH GENERALS BOULEVARD LINCOLN,TON,28092,2055010529,1 - Restaurant,99.5,A,2914
45,,,2/25/2026,JD FAST FOOD LLC,1920 FOUR SEASONS HENDERSONVILLE,,28792,1045030272,3 - Mobile Food,95.0,A,2060
98,,,2/25/2026,JERSEY MIKE'S,2338 FOREST HILLS RD,", W WILSON",27893,4098010508,1 - Restaurant,96.5,A,2687
86,,,2/25/2026,JERSEY MIKE'S SUBS,1025 ROCKFORD STREET,SUITE 100 MOUNT AIRY,27030,3086010909,1 - Restaurant,94.0,A,1826
10,,,2/25/2026,JERSEY MIKE'S SUBS #3177,5130 SOUTHPORT SUPPLY ROAD,#108 SOUTHPORT,28461,7010011215,1 - Restaurant,97.5,A,2765
80,,,2/25/2026,KANGAROO EXPRESS,264 E MAIN ST,ROCKWELL,28138,2080020320,2 - Food Stands,97.5,A,3207
81,,,2/25/2026,KFC #G135961,131 BETHANY CHURCH RD FOREST,CITY,28043,1081010862,1 - Restaurant,97.5,A,2193
68,,,2/25/2026,KOLAPASI INDIAN CANTEEN,200 W FRANKLIN STREET,UNIT 130 CHAPEL HILL,27516,4068011294,1 - Restaurant,98.0,A,3279
10,,,2/25/2026,KOZY BEAN CAFE (THE),3280 GEORGE II HWY,SOUTHPORT,28461,7010011490,1 - Restaurant,97.0,A,2765
28,,,2/25/2026,LA FOGATA,3924 NORTH CROATON HWY,KITTY HAWK,27949,6028010236,1 - Restaurant,92.0,A,2868
28,,,2/25/2026,LA FOGATA  NAGS HEAD,4933 S CROATAN HWY,NAGS HEAD,27959,6028010589,1 - Restaurant,97.0,A,2912
79,,,2/25/2026,LA JALICIENSE 2-RESTAURANT,698 LINDEN DRIVE,UNIT 105 EDEN,27288,3079010895,1 - Restaurant,95.5,A,2571
51,,,2/25/2026,LA PENCA SABOR CASERO,266 PRITCHARD RD,. CLAYTON,27527,4051011796,1 - Restaurant,98.5,A,3033
73,,,2/25/2026,LA PIAZZA,35 ABBITT ST,. ROXBORO,27573,4073010235,1 - Restaurant,100.0,A,1712
51,,,2/25/2026,LA PIAZZA ITALIAN RESTAURANT,7277 NC HWY,42 W SUITE 215 RALEIGH,27603,4051010953,1 - Restaurant,95.5,A,2736
75,,,2/25/2026,LAS AGUILAS,1380 OZONE DRIVE,SALUDA,28773,1075010367,1 - Restaurant,98.0,A,2658
83,,,2/25/2026,LAURINBURG LANES SNACK BAR,1509 ATKINSON ST,LAURINBURG,28352,5083010320,1 - Restaurant,98.0,A,3199
82,,,2/25/2026,LOS AGAVES MEXICAN RESTAURANT AND MINI MARKET,5636 HARNETT-DUNN HWY,DUNN,28334,5082010612,1 - Restaurant,92.0,A,2221
44,,,2/25/2026,LOS AMIGOS,62 OVERBROOK STREET SUITE A WAY,NESVILLE,28786,1044010832,1 - Restaurant,99.0,A,2928
30,,,2/25/2026,LOS TORITOS MEXICAN CUISINE,5286 US HWY,158 ADVANCE,27006,3030010361,1 - Restaurant,97.0,A,3407
59,,,2/25/2026,LUCKY STRIKE  THE,11060 HWY,221 SOUTH MARION,28752,1059020040,2 - Food Stands,96.5,A,2477
76,,,2/25/2026,MAGNOLIA 23,23 S FAYETTEVILLE ST,ASHEBORO,27203,3076010805,1 - Restaurant,97.5,A,3514
50,,,2/25/2026,MAMA CHUYA,56 E MAIN STREET,SYLVA,28779,1050020143,2 - Food Stands,100.0,A,2903
50,,,2/25/2026,MAMA CHUYA,62 E SYLVA SHOPPING CENTER SYLVA,,28779,1050030054,3 - Mobile Food,98.5,A,2903
80,,,2/25/2026,MARIOS FAMILY STYLE RESTAURANT,8850 STATESVILLE BLVD,CLEVELAND,27013,2080010925,1 - Restaurant,98.0,A,3001
70,,,2/25/2026,MEADSTOWN SANDWICH SHOP,634 MEADSTOWN RD,ELIZABETH CITY,27909,6070010417,1 - Restaurant,99.0,A,3261
93,,,2/25/2026,MILANOS,107 N MAIN ST,WARRENTON,27589,4093019178,1 - Restaurant,99.0,A,3045
24,,,2/25/2026,MINUTEMAN FOOD MART #58,27157 ANDREW JACKSON HWY,E DELCO,28436,7024010782,1 - Restaurant,96.0,A,1572
28,,,2/25/2026,OBX TORILLERIA Y PANADERIA,2606 A NORTH CROATAN HWY,KILL DEVIL HILLS,27948,6028020328,2 - Food Stands,96.0,A,2463
82,,,2/25/2026,OLD STORE CAFE,721 JOHNSTON HWY,. NEWTON GROVE,28366,5082010581,1 - Restaurant,98.0,A,2221
1,,,2/25/2026,PASSION FUSION GRILL,20 SW COURT,SQUARE GRAHAM,27253,3001011529,1 - Restaurant,95.0,A,2757
85,,,2/25/2026,PINTO'S GRILL,3183 NC 704 HWY,E LAWSONVILLE,27022,3085010224,1 - Restaurant,90.0,A,2948
33,,,2/25/2026,POKEY'S,201 SAINT ANDREW STREET,TARBORO,27886,4033030103,3 - Mobile Food,100.0,A,2332
81,,,2/25/2026,POPEYE'S LOUISIANA KITCHEN #14502,121 LOWE'S BLVD. FOREST,CITY,28043,1081010887,1 - Restaurant,97.5,A,2193
1,,,2/25/2026,PRESS,133 N MAIN ST,GRAHAM,27253,3001011356,1 - Restaurant,96.0,A,2757
86,,,2/25/2026,QUALITY MART #51,287 HOLLY SPRINGS ROAD,MOUNT AIRY,27030,3086020182,2 - Food Stands,96.5,A,1826
85,,,2/25/2026,RED TOP CAFE,4963  NC 704 E SANDY RIDGE,,27046,3085010283,1 - Restaurant,97.0,A,3418
19,,,2/25/2026,REFUEL #166,10580 US HWY,64 E APEX,27523,4019021194,2 - Food Stands,98.0,A,2523
17,,,2/25/2026,RIO GRANDE MEXICAN RESTAURANT,1162 NC HWY,86 N YANCEYVILLE,27379,3017010098,1 - Restaurant,96.5,A,3332
76,,,2/25/2026,ROADWAY DAWGS 2,10935 NORTH MAIN STREET,THOMASVILLE,27263,3076030337,3 - Mobile Food,100.0,A,2569
